"B","observations","genes","batch_size","k","initializer","method","memory"
1,1e+05,1000,0.01,2,random,kmeans,7246.05868972002
1,1e+05,1000,0.01,3,random,kmeans,7246.14320052356
1,1e+05,1000,0.01,4,random,kmeans,7240.40405713035
1,1e+05,1000,0.01,5,random,kmeans,7246.31257308279
1,1e+05,1000,0.01,6,random,kmeans,7246.3964353878
1,1e+05,1000,0.01,7,random,kmeans,7246.48035872796
1,1e+05,1000,0.01,8,random,kmeans,7246.56467879663
1,1e+05,1000,0.01,9,random,kmeans,7240.67337475832
1,1e+05,1000,0.01,10,random,kmeans,7246.7351194711
1,1e+05,1000,0.01,11,random,kmeans,7246.81904281126
1,1e+05,1000,0.01,12,random,kmeans,7240.83365307924
1,1e+05,1000,0.01,13,random,kmeans,7246.98688949158
1,1e+05,1000,0.01,14,random,kmeans,7240.93963299907
1,1e+05,1000,0.01,15,random,kmeans,7247.1547361719
1,1e+05,1000,0.01,16,random,kmeans,7247.23933089878
1,1e+05,1000,0.01,17,random,kmeans,7247.32517684637
1,1e+05,1000,0.01,18,random,kmeans,7241.15549908875
1,1e+05,1000,0.01,19,random,kmeans,7247.49339736703
1,1e+05,1000,0.01,20,random,kmeans,7247.64182723819
1,1e+05,1000,0.1,2,random,kmeans,7240.29681073102
1,1e+05,1000,0.1,3,random,kmeans,7246.14320815295
1,1e+05,1000,0.1,4,random,kmeans,7246.22723830464
1,1e+05,1000,0.1,5,random,kmeans,7246.31245864187
1,1e+05,1000,0.1,6,random,kmeans,7240.51074658388
1,1e+05,1000,0.1,7,random,kmeans,6473.90079649046
1,1e+05,1000,0.1,8,random,kmeans,7240.61768017803
1,1e+05,1000,0.1,9,random,kmeans,7246.65114272518
1,1e+05,1000,0.1,10,random,kmeans,6473.95717771626
1,1e+05,1000,0.1,11,random,kmeans,7240.77930127239
1,1e+05,1000,0.1,12,random,kmeans,7246.96714461846
1,1e+05,1000,0.1,13,random,kmeans,7246.98683608582
1,1e+05,1000,0.1,14,random,kmeans,7240.93957959331
1,1e+05,1000,0.1,15,random,kmeans,7247.15468276614
1,1e+05,1000,0.1,16,random,kmeans,7247.23927749302
1,1e+05,1000,0.1,17,random,kmeans,7247.32518447577
1,1e+05,1000,0.1,18,random,kmeans,7247.42428268171
1,1e+05,1000,0.1,19,random,kmeans,7247.49345840218
1,1e+05,1000,0.1,20,random,kmeans,7241.26172314921
